x,y,z
1.110029792785644531e+01,1.629997062683105469e+01,-4.978027343750000000e-01
1.120029735565185547e+01,1.639997100830078125e+01,-4.550781250000000000e-01
1.130029773712158203e+01,1.649996948242187500e+01,-4.152832031250000000e-01
1.140029716491699219e+01,1.659996986389160156e+01,-3.747558593750000000e-01
1.150029754638671875e+01,1.669997024536132812e+01,-3.479003906250000000e-01
1.160029792785644531e+01,1.679997062683105469e+01,-3.029785156250000000e-01
1.170029735565185547e+01,1.689997100830078125e+01,-2.639160156250000000e-01
1.180029773712158203e+01,1.699996948242187500e+01,-2.232666015625000000e-01
1.190029716491699219e+01,1.699996948242187500e+01,-2.127685546875000000e-01
1.200029754638671875e+01,1.709996986389160156e+01,-1.800537109375000000e-01
1.210029792785644531e+01,1.719997024536132812e+01,-1.356201171875000000e-01
1.220029735565185547e+01,1.729997062683105469e+01,-9.881591796875000000e-02
1.230029773712158203e+01,1.739997100830078125e+01,-5.407714843750000000e-02
1.240029716491699219e+01,1.749996948242187500e+01,-1.966857910156250000e-02
1.250029754638671875e+01,1.759996986389160156e+01,0.000000000000000000e+00
1.260029792785644531e+01,1.769997024536132812e+01,0.000000000000000000e+00
1.270029735565185547e+01,1.779997062683105469e+01,0.000000000000000000e+00
1.280029773712158203e+01,1.779997062683105469e+01,0.000000000000000000e+00
1.290029716491699219e+01,1.779997062683105469e+01,0.000000000000000000e+00
1.300029754638671875e+01,1.779997062683105469e+01,0.000000000000000000e+00
1.310029792785644531e+01,1.779997062683105469e+01,0.000000000000000000e+00
1.320029735565185547e+01,1.779997062683105469e+01,0.000000000000000000e+00
1.330029773712158203e+01,1.779997062683105469e+01,0.000000000000000000e+00
1.340029716491699219e+01,1.769997024536132812e+01,0.000000000000000000e+00
1.350029754638671875e+01,1.759996986389160156e+01,0.000000000000000000e+00
1.360029792785644531e+01,1.749996948242187500e+01,0.000000000000000000e+00
1.370029735565185547e+01,1.739997100830078125e+01,0.000000000000000000e+00
1.380029773712158203e+01,1.729997062683105469e+01,0.000000000000000000e+00
1.390029716491699219e+01,1.719997024536132812e+01,0.000000000000000000e+00
1.400029754638671875e+01,1.719997024536132812e+01,0.000000000000000000e+00
1.410029792785644531e+01,1.709996986389160156e+01,0.000000000000000000e+00
1.420029735565185547e+01,1.699996948242187500e+01,0.000000000000000000e+00
1.430029773712158203e+01,1.689997100830078125e+01,0.000000000000000000e+00
1.440029716491699219e+01,1.689997100830078125e+01,0.000000000000000000e+00
1.450029754638671875e+01,1.679997062683105469e+01,0.000000000000000000e+00
1.460029792785644531e+01,1.669997024536132812e+01,0.000000000000000000e+00
1.470029735565185547e+01,1.659996986389160156e+01,0.000000000000000000e+00
1.480029773712158203e+01,1.649996948242187500e+01,0.000000000000000000e+00
1.490029716491699219e+01,1.639997100830078125e+01,0.000000000000000000e+00
1.500029754638671875e+01,1.629997062683105469e+01,0.000000000000000000e+00
1.510029792785644531e+01,1.619997024536132812e+01,0.000000000000000000e+00
1.520029735565185547e+01,1.609996986389160156e+01,0.000000000000000000e+00
1.530029773712158203e+01,1.599997043609619141e+01,0.000000000000000000e+00
1.540029716491699219e+01,1.589997005462646484e+01,0.000000000000000000e+00
1.550029754638671875e+01,1.579997062683105469e+01,0.000000000000000000e+00
1.560029792785644531e+01,1.569997024536132812e+01,0.000000000000000000e+00
1.570029735565185547e+01,1.559997081756591797e+01,0.000000000000000000e+00
1.580029773712158203e+01,1.549997043609619141e+01,0.000000000000000000e+00
1.590029716491699219e+01,1.539997005462646484e+01,0.000000000000000000e+00
1.600029754638671875e+01,1.529997062683105469e+01,0.000000000000000000e+00
1.610029792785644531e+01,1.519997024536132812e+01,0.000000000000000000e+00
1.620029830932617188e+01,1.509997081756591797e+01,0.000000000000000000e+00
1.630029678344726562e+01,1.499997043609619141e+01,0.000000000000000000e+00
1.640029716491699219e+01,1.499997043609619141e+01,0.000000000000000000e+00
1.650029754638671875e+01,1.489997005462646484e+01,0.000000000000000000e+00
1.660029792785644531e+01,1.479997062683105469e+01,0.000000000000000000e+00
1.670029830932617188e+01,1.469997024536132812e+01,0.000000000000000000e+00
1.680029678344726562e+01,1.459997081756591797e+01,0.000000000000000000e+00
1.690029716491699219e+01,1.459997081756591797e+01,0.000000000000000000e+00
1.700029754638671875e+01,1.449997043609619141e+01,0.000000000000000000e+00
1.710029792785644531e+01,1.439997005462646484e+01,0.000000000000000000e+00
1.720029830932617188e+01,1.439997005462646484e+01,0.000000000000000000e+00
1.730029678344726562e+01,1.429997062683105469e+01,0.000000000000000000e+00
1.740029716491699219e+01,1.419997024536132812e+01,0.000000000000000000e+00
1.750029754638671875e+01,1.409997081756591797e+01,0.000000000000000000e+00
1.760029792785644531e+01,1.409997081756591797e+01,0.000000000000000000e+00
1.770029830932617188e+01,1.399997043609619141e+01,0.000000000000000000e+00
1.780029678344726562e+01,1.389997005462646484e+01,0.000000000000000000e+00
1.790029716491699219e+01,1.379997062683105469e+01,0.000000000000000000e+00
1.800029754638671875e+01,1.369997024536132812e+01,0.000000000000000000e+00
1.810029792785644531e+01,1.359997081756591797e+01,0.000000000000000000e+00
1.820029830932617188e+01,1.349997043609619141e+01,0.000000000000000000e+00
1.830029678344726562e+01,1.339997005462646484e+01,0.000000000000000000e+00
1.840029716491699219e+01,1.329997062683105469e+01,0.000000000000000000e+00
1.850029754638671875e+01,1.319997024536132812e+01,0.000000000000000000e+00
1.860029792785644531e+01,1.309997081756591797e+01,0.000000000000000000e+00
1.870029830932617188e+01,1.299997043609619141e+01,0.000000000000000000e+00
1.880029678344726562e+01,1.289997005462646484e+01,0.000000000000000000e+00
1.890029716491699219e+01,1.279997062683105469e+01,0.000000000000000000e+00
1.900029754638671875e+01,1.269997024536132812e+01,0.000000000000000000e+00
1.910029792785644531e+01,1.269997024536132812e+01,0.000000000000000000e+00
1.920029830932617188e+01,1.269997024536132812e+01,0.000000000000000000e+00
1.930029678344726562e+01,1.259997081756591797e+01,0.000000000000000000e+00
1.940029716491699219e+01,1.249997043609619141e+01,0.000000000000000000e+00
1.950029754638671875e+01,1.249997043609619141e+01,0.000000000000000000e+00
1.960029792785644531e+01,1.249997043609619141e+01,0.000000000000000000e+00
1.970029830932617188e+01,1.249997043609619141e+01,0.000000000000000000e+00
1.980029678344726562e+01,1.239997005462646484e+01,0.000000000000000000e+00
1.990029716491699219e+01,1.229997062683105469e+01,0.000000000000000000e+00
2.000029754638671875e+01,1.229997062683105469e+01,0.000000000000000000e+00
2.010029792785644531e+01,1.229997062683105469e+01,0.000000000000000000e+00
2.020029830932617188e+01,1.219997024536132812e+01,0.000000000000000000e+00
2.030029678344726562e+01,1.209997081756591797e+01,0.000000000000000000e+00
2.040029716491699219e+01,1.209997081756591797e+01,0.000000000000000000e+00
2.050029754638671875e+01,1.199997043609619141e+01,0.000000000000000000e+00
2.060029792785644531e+01,1.189997005462646484e+01,0.000000000000000000e+00
2.070029830932617188e+01,1.189997005462646484e+01,0.000000000000000000e+00
2.080029678344726562e+01,1.179997062683105469e+01,0.000000000000000000e+00
2.090029716491699219e+01,1.169997024536132812e+01,0.000000000000000000e+00
2.100029754638671875e+01,1.159997081756591797e+01,0.000000000000000000e+00
2.110029792785644531e+01,1.149997043609619141e+01,0.000000000000000000e+00
2.120029830932617188e+01,1.139997005462646484e+01,0.000000000000000000e+00
2.130029678344726562e+01,1.129997062683105469e+01,0.000000000000000000e+00
2.140029716491699219e+01,1.119997024536132812e+01,0.000000000000000000e+00
2.150029754638671875e+01,1.109997081756591797e+01,0.000000000000000000e+00
2.160029792785644531e+01,1.099997043609619141e+01,0.000000000000000000e+00
2.170029830932617188e+01,1.089997005462646484e+01,0.000000000000000000e+00
2.180029678344726562e+01,1.079997062683105469e+01,0.000000000000000000e+00
2.190029716491699219e+01,1.069997024536132812e+01,0.000000000000000000e+00
2.200029754638671875e+01,1.059997081756591797e+01,0.000000000000000000e+00
2.210029792785644531e+01,1.059997081756591797e+01,0.000000000000000000e+00
2.220029830932617188e+01,1.049997043609619141e+01,0.000000000000000000e+00
2.230029678344726562e+01,1.039997005462646484e+01,0.000000000000000000e+00
2.240029716491699219e+01,1.029997062683105469e+01,0.000000000000000000e+00
2.250029754638671875e+01,1.029997062683105469e+01,0.000000000000000000e+00
2.260029792785644531e+01,1.019997024536132812e+01,0.000000000000000000e+00
2.270029830932617188e+01,1.009997081756591797e+01,0.000000000000000000e+00
2.280029678344726562e+01,9.999970436096191406e+00,0.000000000000000000e+00
2.290029716491699219e+01,9.999970436096191406e+00,0.000000000000000000e+00
2.300029754638671875e+01,9.999970436096191406e+00,0.000000000000000000e+00
2.300029754638671875e+01,9.999970436096191406e+00,0.000000000000000000e+00
